county,state,season,title,latitude,longitude,date,number,classification,geohash,temperature_high,temperature_mid,temperature_low,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,precip_probability,precip_type,pressure,summary,uv_index,visibility,wind_bearing,wind_speed
Washtenaw County,Michigan,Summer,Report 2953: 2 witnesses see a BF at night in the headlights,42.30472,-83.60472,8/7/2001,2953,Class A,dps89t2fug,94.51,83.175,71.84,71.31,0.69,0.18,0.6,0.0009,1,rain,1017.55,"Humid throughout the day and partly cloudy starting in the afternoon, continuing until evening.",8,9.73,268,7.89
Washtenaw County,Michigan,Spring,Report 8389: Young man sees strange animal running down road under streetlight.,42.40611,-83.58,3/27/2004,8389,Class A,dps94pfckz,56.33,49.32,42.31,47.95,0.86,0.92,0.21,0,0,,1026.41,Mostly cloudy throughout the day.,4,8.59,63,4.24
Washtenaw County,Michigan,Summer,Report 9544: Loud vocalization heard near gravel pit,42.36639,-83.86097,8/31/2004,9544,Class B,dps358w61g,78.51,66.88,55.25,57.37,0.77,0.12,0.56,0,0,,1021.46,"Partly cloudy starting in the afternoon, continuing until evening.",6,9.92,302,2.31
Washtenaw County,Michigan,Fall,Report 28023: Two hunters experience possible sasquatch intimidation behavior near Pinckney State Recreation Area,42.43235,-84.2915,7/14/2011,28023,Class B,dps13usf3e,79.3,70.495,61.69,52.99,0.63,0.09,0.48,0,0,,1018.77,Clear throughout the day.,10,10,87,1.38
Androscoggin County,Maine,Summer,,,,,2678,Class B,,,,,,,,,,,,,,,,,
Oxford County,Maine,Summer,,,,,7421,Class A,,,,,,,,,,,,,,,,,
Oxford County,Maine,Summer,Report 55290: Possible footprint found by a family looking for moose antlers near Wilson Mills,45.04705,-70.99485,7/26/2016,55290,Class B,f2j822x4h4,75.34,65.395,55.45,62.84,0.85,0.67,0.74,0,0,,,Mostly cloudy throughout the day.,6,10,282,2.04
Anne Arundel County,Maryland,Summer,,,,,1163,Class B,,,,,,,,,,,,,,,,,
Anne Arundel County,Maryland,Summer,Report 10687: Child sees large figure looking at him in window at night,39.01142,-76.53862,8/15/1972,10687,Class B,dqctfmf3bz,79.03,67.375,55.72,61.86,0.68,0.48,0.21,0,0,,1020.06,Mostly cloudy until evening.,6,7.41,59,4.25
Anne Arundel County,Maryland,Summer,,,,,1164,Class A,,,,,,,,,,,,,,,,,
Anne Arundel County,Maryland,Fall,,,,,3602,Class A,,,,,,,,,,,,,,,,,
Anne Arundel County,Maryland,Fall,,,,,3214,Class A,,,,,,,,,,,,,,,,,
Anne Arundel County,Maryland,Summer,,,,,5297,Class B,,,,,,,,,,,,,,,,,
Anne Arundel County,Maryland,Fall,"Report 12601: Bow hunter hears vocalizations, smells foul odor",38.81639,-76.54514,9/14/2005,12601,Class B,dqcsf4m9bg,83.83,79.78,75.73,71.83,0.81,0.83,0.37,0.0001,0.2,rain,1015.52,Humid and mostly cloudy throughout the day.,5,8.91,138,1.91
Anne Arundel County,Maryland,Spring,Report 24952: Bird watcher experiences unusual activity while hiking in the Oxbow Lake Nature Preserve,39.11378,-76.811,5/1/2008,24952,Class B,dqcqs07ymc,66.18,59.6,53.02,45,0.72,0.38,0.86,0.0004,0.59,rain,1019.33,Mostly cloudy until afternoon.,5,6.04,157,1.42
Anne Arundel County,Maryland,Summer,Report 27702: Man recalls seeing a tall dark creature behind his house at dusk near Laurel,39.08414,-76.82731,8/15/2010,27702,Class A,dqcq7g019g,77.02,74.605,72.19,69.97,0.86,0.96,0.21,0.0098,0.93,rain,1016.12,Rain until afternoon.,4,4.32,173,1.9
Baltimore County,Maryland,Fall,,,,,6875,Class A,,,,,,,,,,,,,,,,,
Baltimore County,Maryland,Spring,Report 30634: Night hikers possibly stalked near Bee Tree Preserve,39.6946,-76.6691,5/14/2011,30634,Class B,dr13z65mb3,60.29,59.71,59.13,57.37,0.95,1,0.4,0.0023,1,rain,1008.06,Rain overnight.,5,1.92,141,1.17
Carroll County,Maryland,Fall,,,,,37558,Class B,,,,,,,,,,,,,,,,,
Fredrick County,Maryland,Summer,,,,,8451,Class B,,,,,,,,,,,,,,,,,
Schoolcraft County,Michigan,Spring,Report 24238: Man recalls multi-witness sighting in teen years near Manistique,45.964,-86.1437,4/1/1962,24238,Class A,f04trz2pdq,,,,,,,,,,,,,,,,
Sanilac County,Michigan,Summer,"Report 815: Witness observes strange ""monkey-like"" animal from bedroom window.",43.26806,-82.53083,8/15/1987,815,Class A,dptq1uwysq,91.38,82.05,72.72,71.19,0.79,0.43,0.72,,,rain,1014.05,Humid throughout the day and breezy starting in the evening.,8,,189,12.63
Roscommon County,Michigan,Fall,Report 37448: Hunter recalls a possible encounter during deer season near St. Helen,44.377,-84.4995,11/15/1968,37448,Class B,dpgumnt6fb,,,,36.39,0.94,1,0.83,0.0113,1,rain,1011.46,Rain in the morning.,1,4.66,34,6.51
Presque Isle County,Michigan,Spring,Report 29409: Woman remembers childhood sighting near Rogers City,45.40985,-83.85985,5/17/1967,29409,Class A,f0h67dx5ec,,,,28.65,0.4,0.67,0.27,0,0,,1016,Mostly cloudy throughout the day.,5,10,12,0.85
Ottawa County,Michigan,Summer,Report 7275: Mother and son find footprints in woods near Nunica.,43.103,-86.075,7/16/1994,7275,Class B,dpdv1qdj5j,78.06,70.045,62.03,60.94,0.79,0.57,0.27,0,0,,1020.31,Mostly cloudy starting in the afternoon.,8,9.29,192,4.21
Otsego County,Michigan,Summer,Report 30753: Witness recalls a childhood face to face daylight sighting near his home and night vocalizations outside Gaylord,45,-85,11/5/2011,30753,Class A,dpgxczbzur,51.7,45.45,39.2,31.3,0.72,0,0.34,0.0001,0.23,rain,1025.1,Clear throughout the day.,2,10,167,3.2
Osceola County,Michigan,Fall,Report 31592: Hunter recalls incidents near Pecks Lake,43.857,-85.30701,11/1/1989,31592,Class B,dpg36zcmd9,,,,,,,,,,,,,,,,
Ontonagon County,Michigan,Summer,Report 5137: Scientist hears nocturnal vocalizations near Ontanagon.,46.87111,-89.31389,7/20/2002,5137,Class B,f026xses58,,,,,,,,,,,,,,,,
Oceana County,Michigan,Unknown,Report 55573: Long term possible Sasquatch interactions on a farm near New Era beginning in the mid 1970's,43.55,-86.325,6/15/1976,55573,Class B,dpdxg8h11s,78.39,68.395,58.4,62.4,0.72,0.59,0.62,0.0105,1,rain,1005.11,Breezy throughout the day and mostly cloudy until evening.,5,7.96,207,16.71
Muskegon County,Michigan,Summer,"Report 31302: Avid hiker recalls years of experience living in an area with what local people called the ""Shadow People"" near Montague",43.4245,-86.353,7/15/1979,31302,Class B,dpdx4cpwj3,83.94,74.4,64.86,62.23,0.72,0.43,0.72,0,0,,1014.21,Foggy in the morning.,7,7.92,232,5.48
Montmorency County,Michigan,Spring,,,,,1129,Class A,,,,,,,,,,,,,,,,,
Montcalm County,Michigan,Summer,Report 26245: Man recalls scary incidents as a teenager on his family's farm SW of Mt. Pleasant,43.45135,-85.12935,9/1/1986,26245,Class A,dperny4dqq,,,,,,,,,,,,,,,,
Monroe County,Michigan,Fall,,,,,38155,Class A,,,,,,,,,,,,,,,,,
Missaukee County,Michigan,Spring,,,,,42351,Class A,,,,,,,,,,,,,,,,,
Monroe County,Michigan,Fall,,,,,811,Class A,,,,,,,,,,,,,,,,,
Monroe County,Michigan,Summer,,,,,812,Class A,,,,,,,,,,,,,,,,,
Monroe County,Michigan,Summer,Report 35868: Retired police officer describes possible nighttime sighting near Monroe.,41.972,-83.3595,9/15/2009,35868,Class B,dpkwz0g2wg,79.38,67.46,55.54,59.92,0.7,0.44,0.89,0,0,,1016.89,Mostly cloudy throughout the day.,4,8.04,355,1.29
Montcalm County,Michigan,Summer,Report 4502: Late night sighting by motorist on 19 Mile Rd. near Greenville,43.235,-85.34194,6/12/2002,4502,Class A,dpemcyxyhs,76.82,68.725,60.63,62.79,0.83,0.78,0.05,0,0,,1010.39,Foggy in the morning.,6,6.48,285,7.9
Montcalm County,Michigan,Summer,Report 28945: Two individuals describe possible activity outside a cabin on Turk Lake,43.2725,-85.2515,8/15/2010,28945,Class B,dpeqhj9b84,82.14,72.155,62.17,66.31,0.77,0.37,0.21,0,0,,1010.95,Mostly cloudy until afternoon and humid throughout the day.,7,9.37,260,4.3
Montcalm County,Michigan,Summer,Report 36355: Possible paralleling described and tall figure seen at night south of Mt. Pleasant,43.265,-84.94099,6/15/2012,36355,Class B,dpew5h5ugk,87.7,75.37,63.04,51.81,0.5,0,0.88,0,0,,,Clear throughout the day.,10,10,163,2.88
Montcalm County,Michigan,Fall,Report 58621: Ongoing activity including a late night sighting at a home east of Vestaburg,43.38621,-84.88741,10/28/2017,58621,Class A,dpewu64ygz,42.48,38.6,34.72,33.56,0.8,0.93,0.28,0,0,,,Mostly cloudy throughout the day.,2,9.84,208,6
Montmorency County,Michigan,Summer,Report 35224: Possible sighting and vocalizations heard by a young man near Hillman,45.0635,-83.9205,6/15/2009,35224,Class B,f0h267dcyt,74.69,59.315,43.94,47.51,0.65,0.01,0.74,0,0,,1019.48,Clear throughout the day.,10,9.97,79,1.21
Montmorency County,Michigan,Spring,Report 27009: Woman recalls daylight sighting while driving and a possible incident at a home east of Gaylord,44.94835,-84.165,7/26/2010,27009,Class A,dpupsy8gj7,84.47,71.675,58.88,57.23,0.67,0.08,0.52,0,0,,1019.91,Partly cloudy in the evening.,8,10,265,1.52
Montmorency County,Michigan,Fall,Report 43889: Hunter has unnerving experience at Bear Den Lake NE of Gaylord,45.22039,-84.21035,3/15/2012,43889,Class B,f0h178pgue,64.03,46.425,28.82,43.44,0.75,0.23,0.77,0,0,,1014.81,Partly cloudy until afternoon.,4,8.86,330,0.29
Muskegon County,Michigan,Summer,Report 34312: Couple relate possible sighting on their back deck and unexplained activity while camping near Hart,43.689,-86.376,8/15/2006,34312,Class B,dpf8d3qfv7,75.05,62.43,49.81,53.95,0.6,0.04,0.73,0.0005,0.8,rain,1016.22,Clear throughout the day.,8,10,289,4.06
Oceana County,Michigan,Summer,Report 37652: Possible nighttime activity while camping and a chimp-like animal seen lifeless in the road near New Era,43.5345,-86.29,6/15/2000,37652,Class B,dpdxsmjwc6,71.58,68.28,64.98,57.46,0.77,0.43,0.46,0,0,,1003.99,Breezy in the morning and mostly cloudy until afternoon.,9,9.96,211,13.39
Oceana County,Michigan,Summer,Report 31603: Motorists describe a nighttime sighting near the Manistee National Forest.,43.674,-86.4565,7/15/2011,31603,Class A,dpf82ws73x,78.99,71.305,63.62,59.53,0.67,0.32,0.52,0,0,,1017.48,Mostly cloudy in the morning.,9,10,136,1.64
Ogemaw County,Michigan,Fall,,,,,767,Class A,,,,,,,,,,,,,,,,,
Ogemaw County,Michigan,Summer,Report 34990: Family members describe possible nighttime vocalizations heard over the years near Prescott,44.2055,-83.95399,7/15/2001,34990,Class B,dpu73x6edn,,,,,,,,,,,,,,,,
Ogemaw County,Michigan,Fall,Report 10904: Deer hunter watches large bipedal animal in Rifle River State Park.,44.36434,-84.05358,11/17/2003,10904,Class A,dpuhrk6118,44.88,44.12,43.36,38.38,0.88,0.96,0.77,0,0,,1020.55,Foggy in the morning.,1,5.03,157,3.06
Ogemaw County,Michigan,Spring,Report 27037: Vacationer hears possible howls at night near Henderson Lake,44.34035,-84.00156,5/15/2006,27037,Class B,dpuk0rzvmb,58.98,54.63,50.28,47.49,0.83,0.94,0.58,0,0,,,Overcast throughout the day.,6,10,47,5.54
Ogemaw County,Michigan,Fall,Report 21792: Night Time Sighting by Motorist - South of Lupton,44.41835,-84.40335,10/22/2008,21792,Class A,dpguxq57ek,48.14,37.315,26.49,23.53,0.75,0,0.79,0,0,,1034.14,Clear throughout the day.,3,10,85,2.93
Ogemaw County,Michigan,Summer,Report 55541: Motorist has a possible daylight sighting just north of South Branch,44.48875,-83.88607,9/6/2016,55541,Class B,dpum54ujbb,88.06,78.895,69.73,69.14,0.82,0.24,0.17,0.0008,0.62,rain,1017.05,Mostly cloudy in the morning.,6,9.93,218,3.79
Osceola County,Michigan,Spring,Report 35282: Close encounter experienced while waiting for the school bus near Marion,44.1305,-85.2165,5/4/2009,35282,Class A,dpg7hcenz9,67.16,52.94,38.72,30.98,0.53,0,0.35,0,0,,,Clear throughout the day.,9,10,154,2.64
Oscoda County,Michigan,Fall,,,,,2943,Class B,,,,,,,,,,,,,,,,,
Oscoda County,Michigan,Fall,,,,,43588,Class A,,,,,,,,,,,,,,,,,
Oscoda County,Michigan,Fall,Report 25622: Two men see a bigfoot cross a road near Rose City,44.5256,-84.06493,10/1/1997,25622,Class A,dpujr19u3j,,,,,,,,,,,,,,,,
Oscoda County,Michigan,Summer,,,,,1211,Class A,,,,,,,,,,,,,,,,,
Oscoda County,Michigan,Summer,Report 15150: Possible daylight sighting by backwoods motorist couple near Huron National Forest,44.53665,-84.16389,7/9/2006,15150,Class B,dpujkg9sz1,84.04,69.12,54.2,60.6,0.69,0.5,0.44,0.0183,1,rain,1011.61,Rain starting in the evening.,9,9.41,232,4.94
Oscoda County,Michigan,Fall,Report 24868:  Hunter tells of his daylight encounter while baiting bear outside Lewiston,44.76,-84.12485,10/12/2008,24868,Class A,dpuntsq1uu,78.66,65.955,53.25,50.59,0.71,0,0.42,0,0,,,Clear throughout the day.,4,10,185,1.42
Oscoda County,Michigan,Fall,Report 25031: Bird hunter surprises a resting sasquatch near Curtisville,44.565,-83.845,11/18/2008,25031,Class A,dpums0ccvy,27.45,21.745,16.04,12.88,0.64,0.59,0.7,,,snow,,Mostly cloudy until evening.,1,10,319,6.93
Oscoda County,Michigan,Summer,Report 27783: Man recounts two experiences with bigfoot while camping in the Lower Peninsula,44.59665,-84.0415,10/9/2010,27783,Class A,dpujxwdf74,64.65,48.06,31.47,40.83,0.72,,0.07,0,0,,,Clear throughout the day.,0,,106,4.27
Oscoda County,Michigan,Spring,Report 40106: Possible daylight sighting by a motorist near Mio.,44.68,-84.01165,3/12/2013,40106,Class B,dpuq0m8xfe,30.56,25.085,19.61,24.12,0.81,,0.03,0,0,,,Clear throughout the day.,0,,268,8.43
Ottawa County,Michigan,Fall,Report 5280: Two cars stop to let pair of BF cross the road.,42.86361,-86.16861,11/7/2002,5280,Class A,dpdez5jftu,51.49,51.735,51.98,33.25,0.71,0.37,0.11,0,0,,1015.69,Partly cloudy until afternoon and breezy starting in the evening.,2,9.76,198,9.05
Presque Isle County,Michigan,Summer,Report 33611: Air National Guardsman describes being ushered out of the woods culminating in a nighttime sighting from his car near the Presque Isle Lighthouse,45.351,-83.4885,7/15/2003,33611,Class A,f0h9upvs8z,75.56,65.58,55.6,61.03,0.81,0.56,0.57,0.0163,1,rain,1009.83,Rain until afternoon.,5,8.29,216,6.06
Roscommon County,Michigan,Summer,Report 4613: Two firefighters have near collision with animal north of Houghton Lake.,44.4355,-84.7602,8/12/1980,4613,Class A,dpgsz1px81,69.93,58.41,46.89,57.35,0.81,0.63,0.06,0,0,,1015.28,Mostly cloudy throughout the day.,4,9.5,317,7.84
Roscommon County,Michigan,Spring,Report 15479: Daylight sighting in woods behind high school outside Houghton Lake,44.29188,-84.72922,4/14/1999,15479,Class A,dpgezzn4fh,64.85,47.855,30.86,27.43,0.49,0,0.94,0,0,,1016,Clear throughout the day.,7,10,291,6
Roscommon County,Michigan,Fall,Report 25298: Man recalls a sasquatch watching he and a group of teenagers taking a walk while camping near Houghton Lake,44.17335,-84.6,7/16/2009,25298,Class A,dpgg6cs0mj,73.42,59.43,45.44,53.03,0.68,0.31,0.8,0,0,,1009.56,Mostly cloudy until afternoon.,9,9.96,261,8.1
Roscommon County,Michigan,Fall,Report 31121: Resonant vocalizations and bipedal movement heard by hunter camped near Roscommon,44.398,-84.4445,11/14/2011,31121,Class B,dpguw6mmhe,48.26,38.595,28.93,37.7,0.8,0.47,0.62,0,0,,1001.62,Partly cloudy in the morning.,2,9.93,221,3.75
Roscommon County,Michigan,Fall,Report 38946: Recollection of a possible road crossing at dusk near Roscommon,44.41775,-84.5914,2/5/2013,38946,Class B,dpguen42js,22.62,12.95,3.28,5.65,0.81,0.7,0.83,0,0,,1011.49,Overcast throughout the day.,2,7.2,237,2.84
Roscommon County,Michigan,Spring,,,,,57401,Class A,,,,,,,,,,,,,,,,,
Schoolcraft County,Michigan,Winter,Report 20457: Nighttime sighting by Air Force personnel near Seney National Wildlife Refuge,46.34575,-85.95865,1/1/1977,20457,Class A,f04zeuyzd3,,,,,,,,,,,,,,,,
Schoolcraft County,Michigan,Fall,,,,,2554,Class A,,,,,,,,,,,,,,,,,
Schoolcraft County,Michigan,Summer,Report 22973: Young ape-like creature seen squatting on a tree limb near Shingleton,46.3126,-86.5228,6/7/1993,22973,Class A,f04rrnun2w,60.14,54.115,48.09,49.18,0.89,,0.61,,,rain,,Clear throughout the day.,0,,,
Schoolcraft County,Michigan,Fall,Report 24127: Partridge hunter has a daylight sighting while driving from Germfask,46.18968,-85.97613,9/15/2002,24127,Class A,f04yg8d46u,64.1,55.105,46.11,48.01,0.77,0.17,0.31,,,rain,1020.13,"Partly cloudy starting in the afternoon, continuing until evening.",5,10,17,2.28
Schoolcraft County,Michigan,Summer,Report 17939: Possible stalking of two people walking in the early evening near Lake Michigan and Gulliver Lake (Upper Peninsula),45.9796,-86.0221,7/11/2006,17939,Class B,f04vdd2def,75.97,66.58,57.19,56.85,0.78,0.11,0.52,0,0,,,Partly cloudy in the morning.,9,10,113,2.69
Schoolcraft County,Michigan,Summer,Report 20043: Possible footprint and chatter outside Wetmore,46.159,-86.611,6/1/2007,20043,Class B,f04qt4gz9m,74.64,65.94,57.24,58.84,0.82,0.63,0.52,0,0,,1014.21,Foggy in the morning.,9,4.33,202,1.21
Schoolcraft County,Michigan,Summer,Report 31025: Close encounter by a hunter tracking his dogs at night outside the Seney National Wildlife Refuge,46.19183,-86.21193,8/15/2010,31025,Class A,f04wy0yqum,74.2,65.19,56.18,62.44,0.73,0.51,0.21,0.0001,0.21,rain,1007.63,Mostly cloudy starting in the afternoon.,5,9.79,245,6.56
St. Clair County,Michigan,Fall,,,,,821,Class A,,,,,,,,,,,,,,,,,
St. Clair County,Michigan,Fall,,,,,822,Class A,,,,,,,,,,,,,,,,,
Midland County,Michigan,Fall,,,,,43968,Class A,,,,,,,,,,,,,,,,,
Menominee County,Michigan,Fall,,,,,26782,Class A,,,,,,,,,,,,,,,,,
Mecosta County,Michigan,Fall,Report 9568: Teen hears extremely loud vocalization along path near home,43.60667,-85.27652,9/15/1982,9568,Class B,dpg256re30,,,,,,,,,,,,,,,,
Mason County,Michigan,Fall,,,,,44191,Class B,,,,,,,,,,,,,,,,,
Manistee County,Michigan,Winter,Report 30089: Memory told of a possible encounter while deer hunting east of Manistee,44.1708,-86.10335,11/15/1962,30089,Class B,dpfg29j3w9,,,,,,,,,,,,,,,,
Mackinac County,Michigan,Summer,"Report 20173: Motorist describes nighttime sighting/encounter in headlights on US-2, west of St. Ignace",45.91515,-84.87524,6/1/1979,20173,Class A,f05thweeps,63.6,55.955,48.31,47.86,0.73,0.79,0.21,,,rain,1017.17,Foggy in the morning.,7,6.96,309,3.38
Luce County,Michigan,Winter,Report 3525: Snowmobiler finds large barefoot tracks in upper peninsula of Michigan,46.52889,-85.49639,2/25/1972,3525,Class B,f070wqr6mt,,,,,,,,,,,,,,,,
Livingston County,Michigan,Unknown,,,,,807,Class B,,,,,,,,,,,,,,,,,
Lenawee County,Michigan,Spring,Report 7399: Large Hairy Arm Knocks in Window Screen,41.93,-84.35389,5/15/1977,7399,Class A,dpkn83p7gy,80.93,67.97,55.01,37.37,0.4,0.17,0.93,,,rain,1019.32,Partly cloudy throughout the day.,8,9.83,138,7.16
Leelanau County,Michigan,Summer,Report 42056: Possible activity at a cabin outside Traverse City,44.83369,-85.72845,9/2/2013,42056,Class B,dpgp11wrnm,59.31,57.98,56.65,52.52,0.8,1,0.91,0.0013,0.55,rain,1011.92,Overcast throughout the day.,4,9.33,314,4.03
Lake County,Michigan,Summer,Report 35387: Late afternoon sighting by two brothers near Baldwin,44.0559,-85.92196,7/15/2012,35387,Class A,dpffsu1s1p,84.88,74.57,64.26,66.1,0.73,0.26,0.89,0,0,,1016.47,Mostly cloudy in the morning.,9,9.72,269,1.99
Keweenaw County,Michigan,Fall,Report 3388: Father and sons hear screams while deerhunting near Gay,47.232,-88.16361,11/15/2001,3388,Class B,f03k9y34qf,60.06,48.53,37,47.63,0.75,0.3,0.02,,,rain,1010.52,Breezy in the afternoon and mostly cloudy overnight.,1,,281,11.22
Kent County,Michigan,Fall,Report 35671: Bow hunter remembers possible intimidation behavior near Grand Rapids.,43.153,-85.5995,10/1/1979,35671,Class B,dpejkpu27n,75.21,66.22,57.23,48.38,0.73,0.31,0.34,0,0,,1010.32,Mostly cloudy starting in the afternoon.,5,9.96,22,1.39
Kalkaska County,Michigan,Spring,Report 28668: Man recalls encounter he had as a teenager near Kalkaska,44.76665,-85.00165,5/23/2011,28668,Class A,dpgw9tx8tu,70.87,55.965,41.06,57.54,0.82,0.87,0.71,0.0127,1,rain,999.34,Mostly cloudy throughout the day.,6,9.95,232,3.83
Kalamazoo County,Michigan,Spring,Report 37553: Multiple childhood interactions recalled by a woman who grew up near Kalamazoo,42.225,-85.6885,3/15/1974,37553,Class A,dpe04ngd3n,41.62,36.335,31.05,28.74,0.7,1,0.74,,,rain,,Foggy overnight.,3,6,158,7.88
Jackson County,Michigan,Spring,,,,,2537,Class B,,,,,,,,,,,,,,,,,
Jackson County,Michigan,Fall,Report 45976: Trucker recounts possible early morning experience while making a delivery outside Spring Arbor,42.20901,-84.53098,9/1/2000,45976,Class B,dpebh7ymm3,87.72,78.715,69.71,69.96,0.83,0.14,0.12,,,rain,1017.21,Foggy in the morning and humid throughout the day.,7,6.66,152,0.55
